date,low,high,open,close,volume
2017-02-15 00:00:00,1007.66,1016,1013.92,1014.53,4494.3501684202
2017-02-16 00:00:00,1013.02,1041.88,1014.58,1038.94,5996.2932325105
2017-02-17 00:00:00,1036.29,1064.6,1038.95,1057.3,6334.6984537806
2017-02-18 00:00:00,1055.6,1073.8,1057.29,1062.15,3934.7478854203
2017-02-19 00:00:00,1051.26,1067.78,1062.14,1059.88,3025.4142450602
2017-02-20 00:00:00,1051.36,1095,1059.88,1089.82,4434.4419852003
2017-02-21 00:00:00,1081.95,1132.95,1089.98,1128.29,7487.524017711
2017-02-22 00:00:00,1104.9,1140,1129.67,1128.71,6035.8234675907
2017-02-23 00:00:00,1128.22,1197,1129.87,1186.9,7574.4599592009
2017-02-24 00:00:00,1103.32,1221.93,1185.81,1186.91,12744.917448462
2017-02-25 00:00:00,1110,1189.49,1186.91,1158,6033.3774282908
2017-02-26 00:00:00,1130.88,1187.33,1157.98,1184.91,4454.4439949604
2017-02-27 00:00:00,1176,1198.99,1184.91,1195.81,5776.4562166709
2017-02-28 00:00:00,1179.64,1214.94,1195.84,1195.08,6720.3823694209
2017-03-01 00:00:00,1085.71,1230,1194.53,1230,8122.9356829807
2017-03-02 00:00:00,1220,1298.61,1230,1269.17,8940.263351121
2017-03-03 00:00:00,1255.61,1294.99,1269.17,1292.86,8290.6282100915
2017-03-04 00:00:00,1226.41,1294.48,1293.06,1273.97,6385.0309063313
2017-03-05 00:00:00,1247.11,1278.99,1273.94,1278.98,3996.5338676503
2017-03-06 00:00:00,1268.78,1288,1278.63,1284.99,4763.5733115504
2017-03-07 00:00:00,1050,1288,1284.99,1237.36,10811.134803361
2017-03-08 00:00:00,1128,1246,1237.36,1150.22,13005.734888952
2017-03-09 00:00:00,1131.11,1214.95,1150.22,1197.3,8524.4628333212
2017-03-10 00:00:00,956.85,1360,1197.3,1109.01,25696.846456967
2017-03-11 00:00:00,1107,1219,1111.92,1188.11,10281.238149542
2017-03-12 00:00:00,1150,1244,1188.11,1235.58,6729.1513355114
2017-03-13 00:00:00,1206,1249,1235.27,1245.49,9584.3357186128
2017-03-14 00:00:00,1213.55,1262,1245.5,1247.42,7464.2496953612
2017-03-15 00:00:00,1240,1264.55,1247.43,1263,7273.3089643007
2017-03-16 00:00:00,1117.77,1277.27,1263.55,1175.11,16599.289710212
2017-03-17 00:00:00,1065.74,1175.11,1175.11,1069.57,19215.386545492
2017-03-18 00:00:00,919.44,1096,1068.78,970,23964.993783462
2017-03-19 00:00:00,961.59,1062.92,970,1019.49,13518.289513751
2017-03-20 00:00:00,1011,1051.97,1019.1,1044.96,8919.4154215114
2017-03-21 00:00:00,1042.68,1120,1046.75,1114.42,12493.158303391
2017-03-22 00:00:00,985.17,1114.96,1114.42,1034.57,14577.910023502
2017-03-23 00:00:00,1013,1057.41,1038.94,1025.14,7782.5874498707
2017-03-24 00:00:00,920.1,1030.3,1025.13,934.87,19000.191115752
2017-03-25 00:00:00,890.05,973.99,933.93,963.72,16665.099714312
2017-03-26 00:00:00,943.9,1005,963.72,973.08,9503.6085905306
2017-03-27 00:00:00,961.1,1045.9,973.97,1042.08,10233.889465251
2017-03-28 00:00:00,1016.25,1069.39,1042.27,1045.4,9055.3519640907
2017-03-29 00:00:00,1005.77,1058.16,1045.54,1043.27,8676.3027691305
2017-03-30 00:00:00,1022,1052.94,1043.09,1042.34,8312.8136560803
2017-03-31 00:00:00,1038.11,1094.49,1042.32,1088.99,11270.592462411
2017-04-01 00:00:00,1071.45,1110.95,1088.99,1092,6726.9704280204
2017-04-02 00:00:00,1080,1119,1092,1113.99,7882.3542550403
2017-04-03 00:00:00,1112.24,1168.72,1113.23,1152.6,12694.078609041
2017-04-04 00:00:00,1124.98,1164.14,1152.09,1143.99,8959.6033726606
2017-04-05 00:00:00,1114.9,1144.99,1143.98,1132.99,8705.9201841306
2017-04-06 00:00:00,1132.98,1206.97,1132.99,1192.3,11233.486720841
2017-04-07 00:00:00,1175.26,1203,1192.29,1194,6984.3679792804
2017-04-08 00:00:00,1170,1198,1194,1184.5,4423.1075814203
2017-04-09 00:00:00,1175.8,1221,1184.5,1210.97,5819.8412816202
2017-04-10 00:00:00,1201,1219.78,1210.99,1210,5644.9614761601
2017-04-11 00:00:00,1200,1234,1210,1223.99,5481.0832983402
2017-04-12 00:00:00,1209.61,1227.86,1224,1214.17,6494.1515616203
2017-04-13 00:00:00,1148.98,1219.49,1214.68,1177.05,9426.5374569013
2017-04-14 00:00:00,1170.14,1196.92,1177.05,1173.74,5665.8877522806
2017-04-15 00:00:00,0.06,1190.99,1173.13,1178.85,3972.0031458205
2017-04-16 00:00:00,1171.7,1189.93,1178.84,1177.99,3084.5250385404
2017-04-17 00:00:00,1170.85,1197.6,1177.63,1189.91,6548.0665629711
2017-04-18 00:00:00,1189.76,1206.65,1190.95,1201.94,6269.9092648711
2017-04-19 00:00:00,1191.09,1215.32,1201.88,1214.21,6273.6153761408
2017-04-20 00:00:00,1212.01,1240.6,1214.22,1236.15,7747.1350969307
2017-04-21 00:00:00,1236.15,1258.77,1236.15,1249.99,6669.1451689407
2017-04-22 00:00:00,1221.51,1253,1249.98,1247,6147.3276813304
2017-04-23 00:00:00,1236.2,1254,1246.79,1251.98,5023.5259780103
2017-04-24 00:00:00,1246.31,1261.16,1251.91,1257.29,5906.2590381707
2017-04-25 00:00:00,1256.16,1287,1256.65,1281.16,8117.8379337508
2017-04-26 00:00:00,1279.5,1320,1281.18,1298.44,9597.3208094205
2017-04-27 00:00:00,1295.39,1360,1297.56,1349.26,10484.923615941
2017-04-28 00:00:00,1300.2,1381.01,1349.77,1353.34,14008.227416772
2017-04-29 00:00:00,1335.64,1369.5,1352.96,1365.43,9669.115778681
2017-04-30 00:00:00,1334.02,1394.51,1364.98,1384.55,10541.609917001
2017-05-01 00:00:00,1370.98,1466.69,1384.55,1436.5,16992.300996962
2017-05-02 00:00:00,1426.51,1492.93,1436.5,1471.99,12031.584190611
2017-05-03 00:00:00,1453.68,1533,1471.79,1533,16319.005096922
2017-05-04 00:00:00,1482.06,1665,1533,1563.39,26721.095922724
2017-05-05 00:00:00,1535.11,1630,1561.47,1551.3,16888.140348632
2017-05-06 00:00:00,1551.3,1598.89,1551.3,1585.39,9367.7050125413
2017-05-07 00:00:00,1563.87,1618.31,1585.49,1609.57,11737.569979201
2017-05-08 00:00:00,1608,1713,1611.1,1713,15894.920064352
2017-05-09 00:00:00,1630,1794.7,1712.99,1720.43,19878.968831401
2017-05-10 00:00:00,1691.3,1799.99,1720.24,1794.99,13458.186387982
2017-05-11 00:00:00,1770.95,1889,1794.95,1837.93,15726.104603362
2017-05-12 00:00:00,1651.01,1838,1837.98,1695.61,16526.818795784
2017-05-13 00:00:00,1610,1792.96,1695.56,1792.73,12377.803734574
2017-05-14 00:00:00,1763.33,1829,1791.7,1799.99,6806.4851191411
2017-05-15 00:00:00,1702.42,1802.99,1799.98,1747.81,10191.854248933
2017-05-16 00:00:00,1690.14,1777.76,1747.81,1777.48,11414.508742252
2017-05-17 00:00:00,1745.05,1840,1777.49,1813.23,13806.649690663
2017-05-18 00:00:00,1800,1900,1813.23,1899.16,11390.334358912
2017-05-19 00:00:00,1890.73,1980,1899.47,1976.23,18971.308700761
2017-05-20 00:00:00,1970.04,2059,1976.22,2058.91,13176.268182702
2017-05-21 00:00:00,1988.6,2102.68,2058.89,2057,17762.484391122
2017-05-22 00:00:00,1975,2298,2056.99,2123.29,29431.524346187
2017-05-23 00:00:00,2100.86,2283,2123.29,2272.75,17640.93851589
2017-05-24 00:00:00,2266.51,2474.69,2272.74,2432.97,24659.53425375
2017-05-25 00:00:00,2226.86,2806,2432.96,2355,37192.737613526
2017-05-26 00:00:00,2052.01,2683.18,2362.17,2272.7,31755.177713025
2017-05-27 00:00:00,1913.19,2353.35,2276.46,2099.99,32466.161234265
2017-05-28 00:00:00,2099.86,2342.99,2099.99,2232.78,18342.68197108
2017-05-29 00:00:00,2141.12,2357.86,2237,2279.48,16926.344572761
2017-05-30 00:00:00,2112.31,2336.88,2279.18,2191.58,20915.999994801
2017-05-31 00:00:00,2173.8,2338.91,2191.6,2303.29,21726.930855999
